"Stock","Lag","autocorr_level","autocorr_log","autocorr_ar_level","autocorr_ar_log"
"MRK",86,0.0164102282493393,0.286863835037937,2.38693126762342e-104,1.61517927464583e-14
"MRK",87,0.0192749604527803,0.284079795032808,1.48912472756316e-105,1.1164806662144e-14
"MRK",88,0.0174366283192658,0.289417195664617,9.29013953739826e-107,7.71758960505405e-15
"MRK",89,0.0147268498100064,0.284918530852147,5.79580011175858e-108,5.33472644125491e-15
"MRK",90,0.0144104778420439,0.275754389383745,3.61580133433262e-109,3.68758999369272e-15
"MRK",91,0.0236322567780529,0.283740091025682,2.25577470534859e-110,2.54901916927232e-15
"MRK",92,0.0171407368481266,0.279588105103202,1.4073006370605e-111,1.76199055112719e-15
"MRK",93,0.0183784397477118,0.292939161146066,8.77966704021912e-113,1.21796286967421e-15
"MRK",94,0.0152476144261498,0.291814459960736,5.47733379117315e-114,8.41907779219394e-16
"MRK",95,0.0239457791750451,0.302150674573114,3.4171210961069e-115,5.81962493569059e-16
"MRK",96,0.0199145886284553,0.289285229056544,2.13182490434966e-116,4.0227724731934e-16
"MRK",97,0.0184237534190242,0.288514264032682,1.32997259827377e-117,2.78071156645118e-16
"MRK",98,0.0450852129499413,0.28927070452638,8.29724387096744e-119,1.92214619825546e-16
"MRK",99,0.0281539132813114,0.282736851037415,5.17636648632179e-120,1.32866927014049e-16
"MSFT",0,1,1,1,1
"MSFT",1,0.265978391735069,0.744713885826854,0.265935830477148,0.745736146627451
"MSFT",2,0.233478789424261,0.697436514896309,0.0707218659315706,0.556122400386759
"MSFT",3,0.214088982507263,0.684164551237342,0.0188074781494058,0.41472057591763
"MSFT",4,0.224578906829564,0.676526265504881,0.00500158232084304,0.30927212421193
"MSFT",5,0.223999883124903,0.663184181456095,0.00133009994819322,0.230635402169091
"MSFT",6,0.219982371999189,0.648546290493495,0.000353721234340376,0.171993156089451
"MSFT",7,0.202275920374087,0.640935069134779,9.40671502117098e-05,0.128261513468441
"MSFT",8,0.188574870842337,0.624494300104379,2.50158257121697e-05,0.0956492468145597
"MSFT",9,0.193851632132048,0.620450891580945,6.65260438583745e-06,0.0713291007473077
"MSFT",10,0.193586793486639,0.615169491845377,1.7691658721836e-06,0.0531926887336985
"MSFT",11,0.174196405857143,0.602511043310054,4.70484595470975e-07,0.0396677107250217
"MSFT",12,0.168705611649446,0.592440355582767,1.25118711623279e-07,0.0295816457416101
"MSFT",13,0.180368911918086,0.590051616566414,3.32735484837675e-08,0.0220601025062467
"MSFT",14,0.27113175664651,0.586230275830886,8.84862874895237e-09,0.0164510158372149
"MSFT",15,0.183789322347476,0.583420333953345,2.35316743493662e-09,0.0122681171585518
"MSFT",16,0.158370255854928,0.579742544332196,6.25791536061651e-10,0.00914877841619256
"MSFT",17,0.154929657253629,0.569684073642431,1.66420391848125e-10,0.00682257476243983
"MSFT",18,0.155231605738191,0.564034412918827,4.42571451144637e-11,0.00508784061341958
"MSFT",19,0.200992738410173,0.561390295417738,1.17695606405626e-11,0.00379418665370616
"MSFT",20,0.156497506127429,0.553422022374504,3.12994788329917e-12,0.00282946213472013
"MSFT",21,0.146976277551664,0.551937162935979,8.32365289695356e-13,0.00211003218937447
"MSFT",22,0.147773049387352,0.546232816694475,2.21355754575487e-13,0.001573527274164
"MSFT",23,0.135743810537052,0.535358081864589,5.88664264239279e-14,0.00117343616604826
"MSFT",24,0.14218258929097,0.533869953267297,1.56546919982692e-14,0.000875073764782119
"MSFT",25,0.150217320903791,0.528340249385879,4.16314351742369e-15,0.000652574137363394
"MSFT",26,0.132513678671692,0.52887507202297,1.10712902870163e-15,0.00048664812258611
"MSFT",27,0.145006577075103,0.526208415769394,2.94425277693126e-16,0.000362911095700849
"MSFT",28,0.13792730260596,0.517964573057521,7.82982307367864e-17,0.000270635922076297
"MSFT",29,0.153037902073677,0.511241319932486,2.08223050158787e-17,0.000201822989668145
"MSFT",30,0.14794882658005,0.51649887472229,5.53739697684619e-18,0.000150506698615954
"MSFT",31,0.142160194163111,0.515090702295147,1.47259226371924e-18,0.000112238285467481
"MSFT",32,0.135599640571104,0.51261936767258,3.916150466064e-19,8.37001465085909e-05
"MSFT",33,0.163171404631566,0.508995076535208,1.0414447264662e-19,6.24182247294697e-05
"MSFT",34,0.132805261682208,0.50228135627509,2.76957468228836e-20,4.6547526389081e-05
"MSFT",35,0.120794376897925,0.500164404250646,7.3652914320284e-21,3.47121729644328e-05
"MSFT",36,0.129141272649884,0.503040043959914,1.9586948936827e-21,2.58861221075617e-05
"MSFT",37,0.124537906221036,0.507068614377341,5.20887153202858e-22,1.93042169516207e-05
"MSFT",38,0.122759123978175,0.501951101977028,1.3852255767188e-22,1.4395852363162e-05
"MSFT",39,0.121170940160538,0.498232116226842,3.683811141429e-23,1.07355074687221e-05
"MSFT",40,0.145961437047853,0.496714451577697,9.79657375216892e-24,8.00585597181502e-06
"MSFT",41,0.135849347722992,0.48784523294334,2.60525997661368e-24,5.9702561828757e-06
"MSFT",42,0.127379404046944,0.486643565050854,6.92831975489634e-25,4.45223584019644e-06
"MSFT",43,0.152281513171025,0.482062809808609,1.84248846782959e-25,3.32019319934472e-06
"MSFT",44,0.13079099184911,0.488571926215512,4.89983700836831e-26,2.475988082538e-06
"MSFT",45,0.118988429838938,0.480983159438434,1.30304222402309e-26,1.84643381176738e-06
"MSFT",46,0.115989456142604,0.473990162724894,3.46525615992372e-27,1.37695243579004e-06
"MSFT",47,0.106499098834959,0.473964394033954,9.21535774705367e-28,1.02684320355535e-06
"MSFT",48,0.113786813869641,0.478481122574395,2.45069381560674e-28,7.65754093809952e-07
"MSFT",49,0.105099951034272,0.474148999300736,6.5172729509859e-29,5.71050507182029e-07
"MSFT",50,0.112824358908135,0.474674779338032,1.73317639466669e-29,4.25853004755578e-07
"MSFT",51,0.122870544661687,0.478735682744156,4.60913703879077e-30,3.17573978796146e-07
"MSFT",52,0.114626869119118,0.4711449698808,1.22573468619381e-30,2.36826395216586e-07
"MSFT",53,0.113932724497239,0.475079987077903,3.25966771717597e-31,1.76610003388486e-07
"MSFT",54,0.109229470168371,0.468526364908329,8.66862441446741e-32,1.31704463382791e-07
"MSFT",55,0.122589383506595,0.481413209943193,2.30529783275588e-32,9.82167790167187e-08
"MSFT",56,0.119909751646303,0.483627498127559,6.13061293651104e-33,7.32438023180876e-08
"MSFT",57,0.119656959687988,0.482065019439319,1.63034964260501e-33,5.46205509050334e-08
"MSFT",58,0.139063135563639,0.487934877992431,4.33568386174286e-34,4.07325191585881e-08
"MSFT",59,0.125110287088136,0.475153908058699,1.15301368845896e-34,3.03757118797543e-08
"MSFT",60,0.139306582341557,0.478100885826674,3.06627652791853e-35,2.26522663282737e-08
"MSFT",61,0.146658559758528,0.483351419735978,8.15432794924601e-36,1.68926138040256e-08
